9,0.19468,-0.20428,0.1062,0.10218,0.029121,12,12,1.0758e-06,-0.31132,2.1272,4.7515e-07,4.9338e-07,0.3379,-0.20039,0.14912,0.08753,0.12076,19,18,1.5802e-06,-1.0118,4.9933,3.2894e-07,3.0474e-07,0.86516,-0.48906,0.23848,0.22125,0.089265,12,12,2.0993e-06,0.37027,4.2444,4.0449e-07,5.0126e-07,0.87993,0.08964,0.30064,0.12842,0.27186,22,21,3.1968e-06,1.7571,7.4863,2.5055e-07,2.954e-07,0.0894,-0.41278,0.16808,0.11669,-0.12103,10,10,1.617e-06,-0.12198,2.2175,5.4281e-07,5.3791e-07,-6.721,-7.3182,7.0113,0.1375,-7.01,19,18,8.2433e-05,-0.14327,2.125,3.3352e-07,2.9428e-07,-5.8018,-7.2203,6.6455,0.2723,-6.6399,11,11,7.808e-05,0.42036,3.3526,4.2847e-07,5.4254e-07,10.132,9.13,9.6617,0.15798,9.6604,13,14,0.0001136,0.028147,4.7619,4.6632e-07,3.812e-07,13.22,-14.495,6.7078,6.4486,1.858,11,10,6.3732e-05,-0.13105,2.3331,5.7914e-07,5.1674e-07,14.016,-11.083,3.923,3.9101,-0.34105,12,13,3.2354e-05,0.67353,5.515,5.4538e-07,4.0611e-07,6.0722,-6.8904,2.856,2.8277,0.41072,9,10,2.7812e-05,-0.37783,2.6052,6.5134e-07,6.2386e-07,16.604,0.65525,8.279,3.6896,7.4123,14,13,8.7186e-05,0.48292,2.2292,4.6541e-07,3.8482e-07,-0.47412,-1.8364,1.331,0.36689,-1.2795,7,6,1.4925e-05,0.53359,2.2318,6.5788e-07,8.7977e-07,47.832,45.244,46.662,0.76699,46.656,6,7,0.00054432,-0.06056,1.7924,9.3621e-07,8.4279e-07,395.74,-35.731,129.79,120.64,48.017,14,13,0.00057773,2.1697,5.8173,4.7074e-07,3.8358e-07,398.37,45.282,137.93,105.59,88.808,14,14,0.0010366,2.199,5.93,4.6803e-07,3.4785e-07
6,0.17707,-0.20915,0.077079,0.077012,0.0040264,9,10,5.6619e-07,-0.78466,3.2705,4.5024e-07,4.8746e-07,0.25071,-0.023862,0.11692,0.045628,0.10765,15,14,1.0025e-06,0.45196,3.0442,3.0474e-07,3.3e-07,0.59238,-0.37681,0.19429,0.15771,0.11359,11,11,1.4232e-06,-0.30994,5.9007,4.9285e-07,3.7166e-07,0.59558,0.059652,0.2395,0.10591,0.21483,14,14,1.9987e-06,1.5941,5.6128,3.4267e-07,3.2744e-07,0.023194,-0.31826,0.14032,0.082774,-0.11333,8,9,1.0592e-06,-0.61971,2.5597,5.1816e-07,5.3675e-07,-7.0406,-7.3351,7.1435,0.060634,-7.1433,15,14,6.6472e-05,-0.73565,3.146,2.828e-07,3.5461e-07,-5.9118,-6.9554,6.49,0.1748,-6.4876,9,9,6.0371e-05,0.49978,5.4182,6.3342e-07,4.2965e-07,9.9476,9.3364,9.6524,0.1062,9.6518,13,13,8.9816e-05,0.086763,5.283,3.5707e-07,3.7117e-07,6.1594,-13.919,3.6131,3.5024,0.89452,8,7,2.2569e-05,-2.3073,9.6871,6.9724e-07,5.6691e-07,7.856,-9.9663,3.6941,3.6378,0.65227,10,10,2.701e-05,-0.64472,3.51,4.1815e-07,5.095e-07,7.2444,-5.9285,2.7532,2.7362,0.31718,8,8,1.9055e-05,0.43113,3.5322,5.6157e-07,6.4155e-07,13.939,1.1226,5.855,2.903,5.0854,15,15,4.7294e-05,1.1641,3.599,3.1869e-07,3.1362e-07,-0.59808,-1.4837,1.0576,0.2846,-1.0186,7,7,9.536e-06,-0.14643,1.4743,7.699e-07,4.9362e-07,48.463,47.181,47.68,0.36228,47.678,7,6,0.00044643,0.42055,1.88,1.1685e-06,3.0619e-07,0.98258,0.23722,0.66203,0.23243,0.61993,7,6,5.805e-06,0.14745,1.72,7.2327e-07,6.4983e-07,48.477,47.202,47.696,0.35901,47.695,7,6,0.00044658,0.44491,1.8979,1.1685e-06,3.0305e-07
4,0.16085,-0.2481,0.11297,0.11157,-0.018074,14,14,8.2548e-07,-0.24508,1.8842,3.0396e-07,2.9574e-07,0.39608,-0.13385,0.15803,0.084936,0.13329,13,12,1.1542e-06,0.19908,4.1695,3.434e-07,3.2323e-07,0.51733,-0.30425,0.16317,0.14035,0.083353,8,8,1.0369e-06,0.18415,3.8779,4.1527e-07,5.4757e-07,0.53173,0.094675,0.2537,0.084104,0.23936,14,14,2.0025e-06,0.97537,3.7421,2.6095e-07,2.9199e-07,0.50944,-0.37406,0.21097,0.20981,0.023058,12,12,1.3515e-06,0.29299,2.5617,3.944e-07,3.046e-07,-7.0693,-7.8395,7.2815,0.18092,-7.2793,13,12,6.0912e-05,-1.2426,3.715,3.2037e-07,3.4556e-07,-5.5332,-6.6008,6.3335,0.23673,-6.3291,9,9,5.2964e-05,1.4022,4.5818,3.8951e-07,4.6163e-07,9.8387,9.4308,9.6529,0.073194,9.6526,10,11,8.0774e-05,-0.13347,3.1676,4.4142e-07,3.3173e-07,25.892,-3.0048,9.7586,7.6306,6.0879,8,7,5.336e-05,1.1766,3.0566,6.4497e-07,4.715e-07,17.417,-13.551,6.7259,6.3746,2.1546,14,14,3.5838e-05,0.78536,3.9652,3.0476e-07,3.0576e-07,4.1897,-17.947,5.9874,5.3367,-2.7199,6,6,3.4257e-05,-1.2623,4.1184,6.8517e-07,7.3712e-07,29.137,0.54356,13.278,8.9924,9.7741,8,8,8.1813e-05,0.96165,2.384,6.3452e-07,4.3198e-07,3.3132,-1.1102,1.7078,1.6642,0.38727,3,2,1.1966e-05,0.78061,1.8459,2.4983e-06,1.043e-06,52.062,47.791,49.119,1.5282,49.095,5,5,0.00042105,0.87829,2.1399,1.3461e-06,3.5414e-07,413.35,-48.619,239.41,178.2,159.99,9,10,0.0013854,0.21811,1.0686,4.2833e-07,4.8645e-07,416.19,47.796,244.41,155.66,188.49,11,12,0.0016164,0.22584,1.0691,4.199e-07,3.0826e-07
0,0.22599,-0.28204,0.088827,0.086446,-0.020608,11,12,5.7915e-07,0.049101,4.3824,3.9787e-07,3.3538e-07,0.58688,-0.088483,0.15521,0.10005,0.1187,13,14,1.0864e-06,1.2559,6.2277,2.9047e-07,2.6705e-07,0.39137,-0.44267,0.17193,0.14886,0.086155,10,11,1.1804e-06,-0.70233,4.5018,4.1327e-07,4.194e-07,0.6138,0.068932,0.24807,0.10931,0.22271,15,16,1.9336e-06,1.4206,5.3909,2.7903e-07,2.523e-07,0.37384,-0.23842,0.11228,0.10216,0.046702,10,11,6.8885e-07,0.59888,4.9276,3.4019e-07,3.6893e-07,-6.5936,-7.5966,7.248,0.1841,-7.2457,12,13,6.2982e-05,0.45571,3.6405,3.7559e-07,2.6247e-07,-5.83,-7.1252,6.391,0.2517,-6.3861,10,11,5.5509e-05,-0.17305,3.6818,3.7499e-07,4.5246e-07,9.9268,9.1956,9.6639,0.10729,9.6633,15,14,8.3997e-05,-1.2146,7.2798,2.8339e-07,3.0454e-07,9.9565,-22.168,10.266,8.0601,-6.3624,7,8,6.8199e-05,-0.24314,2.0053,5.4689e-07,6.1158e-07,4.3828,-11.314,5.0246,3.7243,-3.3749,9,9,3.4935e-05,-0.1068,2.3029,5.1916e-07,4.1653e-07,9.8317,-21.681,7.4812,7.3874,-1.2038,8,7,5.009e-05,-0.61181,3.1209,4.7602e-07,6.1407e-07,24.499,0.12675,13.66,6.4542,12.041,10,10,0.00010464,0.0923,1.9279,3.8863e-07,4.0284e-07,2.5877,-0.13926,0.86596,0.58873,0.63532,7,7,5.7756e-06,1.0752,4.0319,4.2383e-07,6.1178e-07,51.915,47.038,48.756,1.2218,48.741,4,5,0.00043381,0.73193,3.0326,4.8112e-07,1.0758e-06,359.89,356.11,358.2,1.3875,358.2,3,3,0.0031882,-0.23032,1.4489,6.6374e-07,1.4938e-06,363.23,359.33,361.51,1.4768,361.5,3,3,0.0032176,-0.30377,1.4358,6.4151e-07,1.5176e-06
2,0.16317,-0.13546,0.057454,0.056927,0.0079709,10,10,4.3245e-07,0.35892,2.4265,4.4713e-07,4.7553e-07,0.27595,-0.019477,0.12467,0.060486,0.10904,12,12,9.9767e-07,0.61235,3.4687,4.1722e-07,3.081e-07,0.57754,-0.33927,0.21253,0.17108,0.12621,11,12,1.6444e-06,-0.58562,3.6815,3.3197e-07,4.4454e-07,0.62436,0.054849,0.25301,0.10267,0.23127,14,14,2.1029e-06,1.0069,4.3504,2.9982e-07,3.5318e-07,0.22917,-0.28186,0.12095,0.10679,-0.056892,11,11,8.4086e-07,-0.039157,2.6282,4.0978e-07,4.189e-07,-6.9104,-7.5807,7.3405,0.15867,-7.3388,13,13,6.6763e-05,0.92976,3.6947,2.6862e-07,3.8598e-07,-5.5201,-7.0062,6.2542,0.25787,-6.2489,11,12,5.6848e-05,-0.35684,5.1374,3.6922e-07,4.0896e-07,9.8912,9.3147,9.6443,0.10749,9.6437,12,12,8.7731e-05,-0.19636,3.4019,4.0446e-07,3.2205e-07,20.345,-16.399,8.8189,8.036,3.6414,7,7,6.823e-05,-0.33579,2.4331,6.4654e-07,6.3592e-07,12.918,-11.878,6.1122,5.6083,2.4367,8,8,4.4958e-05,-0.21932,2.4525,4.6052e-07,6.2605e-07,21.61,-4.8299,6.8282,6.2135,2.838,9,9,4.1342e-05,1.3868,4.4574,4.2799e-07,6.4768e-07,27.854,1.0949,12.718,6.0749,11.175,7,8,0.00010164,0.73103,3.1999,6.6999e-07,5.5286e-07,0.62628,-1.6314,0.89034,0.68777,-0.56581,2,2,6.8547e-06,0.080676,1.7567,1.8144e-06,2.5883e-06,51.587,47.06,49.426,1.2978,49.409,3,2,0.00045464,-0.086234,2.1033,3.1961e-06,5.6182e-07,395.3,-39.034,187.32,159.36,98.567,7,7,0.00091627,1.0137,2.0512,4.5895e-07,6.5269e-07,398.27,48.849,193.73,138.4,135.63,8,7,0.0012473,1.0225,2.065,6.5131e-07,2.2634e-07
7,0.16636,-0.26294,0.089139,0.087459,-0.017447,10,11,5.6509e-07,-0.84,3.097,3.6084e-07,4.1351e-07,0.34085,-0.0086007,0.14846,0.069675,0.13111,14,13,1.0955e-06,0.47941,2.8748,3.3221e-07,2.6087e-07,0.42118,-0.31227,0.1771,0.15596,0.084044,7,8,1.1779e-06,-0.030925,2.8278,5.8713e-07,5.3697e-07,0.42723,0.07309,0.24769,0.083575,0.23318,11,11,1.9454e-06,0.20283,2.2677,4.2018e-07,3.645e-07,0.49171,-0.27083,0.15012,0.14706,0.030516,11,12,9.1107e-07,0.63651,3.3639,3.4781e-07,3.4702e-07,-7.1087,-7.4759,7.3056,0.091601,-7.3051,12,11,6.0959e-05,0.24213,2.0182,4.0172e-07,2.9996e-07,-5.9391,-6.639,6.3093,0.1772,-6.3068,7,8,5.2629e-05,0.23695,2.2492,5.8593e-07,5.3817e-07,9.9471,9.4979,9.6541,0.085947,9.6537,11,11,8.0558e-05,0.50407,3.992,3.8422e-07,3.9566e-07,17.274,-15.583,8.196,8.1905,-0.39552,6,5,5.4859e-05,0.16567,2.4887,7.1502e-07,8.2864e-07,14.439,-9.2771,5.5431,5.5443,-0.13286,8,8,3.9758e-05,0.66525,2.5257,5.3667e-07,4.9167e-07,2.4006,-13.94,5.9811,4.2187,-4.242,5,6,4.0043e-05,-0.27914,2.2505,6.6326e-07,9.1549e-07,19.863,0.78247,11.562,4.6612,10.581,10,10,8.8297e-05,0.018006,1.9165,4.6275e-07,3.8056e-07,2.96,-1.0024,1.4649,1.4056,0.41498,4,4,9.8343e-06,0.71985,1.9554,1.379e-06,2.3341e-07,50.157,48.731,49.33,0.37252,49.329,5,5,0.00042078,0.027617,1.6409,7.3945e-07,1.0972e-06,398.87,-35.49,288.01,170.18,232.41,9,8,0.0019917,-0.62409,1.4092,1.889e-07,6.3187e-07,401.85,48.923,292.21,148.08,251.95,9,9,0.0021496,-0.61655,1.3973,1.7174e-07,2.8709e-07
5,0.21495,-0.13078,0.073689,0.072802,0.011629,9,10,4.0836e-07,0.47577,3.3512,4.1377e-07,4.0707e-07,0.21699,-0.043002,0.12836,0.054862,0.11606,11,12,8.8225e-07,-0.20482,2.3833,3.0971e-07,3.5708e-07,0.63896,-0.3703,0.18046,0.14998,0.10048,9,10,1.0364e-06,0.26905,5.1191,3.8355e-07,3.7517e-07,0.65981,0.065041,0.2334,0.093375,0.21392,15,15,1.6133e-06,1.8626,8.4849,2.3869e-07,2.6331e-07,0.48527,-0.17803,0.13538,0.13532,0.0058857,8,9,6.726e-07,1.7845,6.221,4.3622e-07,3.4652e-07,-7.1122,-7.5114,7.232,0.071598,-7.2316,11,12,5.4571e-05,-1.169,5.4146,3.1173e-07,3.6124e-07,-5.7204,-6.7789,6.3958,0.17936,-6.3933,8,9,4.8245e-05,0.76345,5.1561,4.3148e-07,4.1358e-07,10.032,9.2847,9.6554,0.10746,9.6548,11,10,7.2857e-05,0.21009,5.5066,3.3842e-07,3.4594e-07,13.946,-18.601,7.3532,7.3564,-0.086542,8,8,4.3615e-05,-0.40901,2.9724,5.6747e-07,4.1329e-07,12.174,-13.728,5.5046,5.507,0.060164,8,7,3.2524e-05,-0.064766,2.7894,5.5357e-07,4.6618e-07,16.082,-7.4377,6.5902,5.7542,3.2176,6,5,3.3485e-05,0.74648,2.7895,5.1667e-07,8.3393e-07,22.821,1.6578,11.305,6.1986,9.456,11,11,7.1338e-05,0.62889,2.1188,3.1876e-07,3.8525e-07,2.6071,-0.75732,0.78148,0.78178,-0.012168,3,4,4.4108e-06,1.6849,5.239,8.5647e-07,7.4905e-07,49.624,47.822,48.539,0.46027,48.537,2,3,0.00037188,0.72641,2.817,1.9635e-06,9.4721e-07,359.65,355.88,358.91,0.96384,358.91,4,3,0.00275,-1.7245,4.8671,5.931e-07,5.8037e-07,362.94,359.29,362.18,0.95838,362.18,4,3,0.002775,-1.6301,4.4986,8.5131e-07,3.6818e-07
1,0.15866,-0.14922,0.071133,0.070898,0.0061998,12,11,4.5308e-07,-0.063629,2.418,2.9373e-07,3.4257e-07,0.38086,-0.02734,0.14343,0.075213,0.12215,9,10,9.5395e-07,1.1682,5.0763,4.2217e-07,3.8148e-07,0.51519,-0.19784,0.16833,0.13513,0.10046,8,9,1.0597e-06,0.16642,3.1817,3.8833e-07,4.5252e-07,0.53745,0.10047,0.23231,0.082612,0.21714,13,14,1.6872e-06,1.3109,4.1902,3.0725e-07,2.3236e-07,0.35855,-0.24808,0.16207,0.15935,0.029981,10,9,9.8841e-07,0.52874,2.3338,3.9361e-07,3.884e-07,-7.1718,-7.8434,7.3971,0.19403,-7.3946,11,12,5.7514e-05,-0.78907,2.0361,3.2345e-07,3.3337e-07,-5.4754,-6.5609,6.1951,0.25315,-6.1899,6,7,4.8147e-05,0.78894,2.8529,5.2424e-07,5.969e-07,9.8357,9.3761,9.65,0.075041,9.6497,10,9,7.5055e-05,-0.15665,3.6675,3.7808e-07,3.9443e-07,36.483,-20.055,12.31,11.413,4.6277,6,6,7.026e-05,0.95566,3.5825,7.5909e-07,5.014e-07,15.054,-18.914,7.9273,7.7875,1.5025,8,8,4.4793e-05,-0.088898,3.0615,4.9161e-07,4.467e-07,6.4173,-7.1441,3.4283,3.4138,-0.33271,7,7,2.1551e-05,-0.33065,2.3051,4.2951e-07,5.8836e-07,37.718,2.0023,15.038,8.9851,12.062,6,6,9.3776e-05,1.0888,3.4902,6.7737e-07,5.865e-07,2.127,-0.92838,1.1297,1.101,0.25504,2,2,7.3753e-06,0.58524,1.7521,1.866e-06,5.4436e-07,52.849,48.339,50.09,1.7009,50.061,1,1,0.00039457,0.59369,1.5958,3.7556e-06,NaN,359.86,358.59,359.17,0.44227,359.17,4,5,0.0028309,0.16621,1.4026,1.0533e-06,8.2253e-07,363.09,362.15,362.65,0.2591,362.65,4,5,0.0028583,0.1425,1.8493,1.0395e-06,8.1462e-07
8,0.13361,-0.13921,0.059415,0.058862,0.0082994,14,13,4.4073e-07,-0.036461,3.0829,3.2493e-07,4.082e-07,0.27159,-0.034695,0.12768,0.058238,0.11364,13,14,1.1153e-06,0.10478,3.1702,3.947e-07,3.2042e-07,0.39769,-0.36072,0.15463,0.12862,0.085931,13,12,1.247e-06,-0.68821,4.5098,4.1135e-07,3.9588e-07,0.46239,0.046774,0.20915,0.075984,0.19487,17,17,1.8975e-06,1.0221,4.1337,2.8353e-07,2.8632e-07,0.078937,-0.27594,0.11106,0.075883,-0.081122,15,14,9.0613e-07,-0.077257,2.8084,2.8987e-07,3.9368e-07,-6.8909,-7.6006,7.1197,0.1498,-7.1181,12,13,6.9366e-05,-1.7499,5.7764,4.9017e-07,2.9756e-07,-5.709,-7.0826,6.5375,0.20863,-6.5342,12,12,6.3683e-05,1.1461,6.2237,3.5039e-07,3.5294e-07,9.9694,9.3711,9.6665,0.088851,9.6661,14,13,9.4201e-05,0.05714,4.8919,3.1967e-07,3.8045e-07,10.871,-33.811,10.859,9.4691,-5.3238,7,6,7.1655e-05,-1.1411,4.1349,6.6661e-07,5.6254e-07,7.6264,-12.387,4.7391,4.126,-2.3351,10,10,3.5724e-05,-0.24933,3.0135,5.2355e-07,4.6628e-07,9.3645,-15.484,4.2544,4.238,-0.39579,8,9,2.5649e-05,-1.524,6.476,4.8288e-07,5.9506e-07,35.473,0.17156,12.589,8.0788,9.6579,10,11,9.4001e-05,1.4699,4.5973,3.931e-07,3.912e-07,1.0383,-1.2965,0.89765,0.50764,-0.74049,4,4,8.1225e-06,1.2383,4.4225,9.4983e-07,9.9601e-07,51.821,46.683,47.6,1.2011,47.585,3,3,0.00047032,1.8563,5.6043,1.0158e-06,1.029e-06,402.6,-38.56,300.66,158.32,255.64,15,15,0.0025381,-0.93323,1.946,2.735e-07,2.7176e-07,405.35,46.708,304.4,139.27,270.71,18,18,0.0026749,-0.90728,1.8882,2.2174e-07,2.9243e-07
3,0.40302,-0.31047,0.14755,0.14148,0.042115,19,19,1.6842e-06,0.48289,3.4158,3.7906e-07,4.2977e-07,0.29072,-0.038842,0.13701,0.050734,0.12728,21,22,1.9506e-06,0.51264,4.2175,3.6765e-07,3.4585e-07,1.0171,-0.40261,0.21265,0.1756,0.12007,14,15,2.4041e-06,1.122,8.8311,5.6239e-07,5.0025e-07,1.0708,0.092716,0.29286,0.14772,0.25292,20,21,3.8568e-06,2.335,10.266,3.8753e-07,3.4792e-07,0.23309,-0.48418,0.18488,0.14814,-0.1107,18,18,2.331e-06,0.1773,3.14,3.9672e-07,4.38e-07,-6.8914,-7.2062,7.0294,0.066423,-7.0291,21,22,0.00010714,0.25208,2.8818,3.4513e-07,3.7274e-07,-5.6053,-7.0824,6.5857,0.19034,-6.5829,15,16,0.00010034,1.3818,8.8767,5.2693e-07,4.6486e-07,10.008,9.1143,9.6342,0.12988,9.6333,18,17,0.00014684,-0.7767,5.5502,3.8684e-07,4.8558e-07,10.688,-10.89,5.0497,4.9554,-0.98404,9,9,6.0401e-05,0.13212,2.7536,9.3839e-07,7.5613e-07,19.527,-19.107,6.7433,6.4809,-1.8741,15,15,6.3212e-05,-0.52263,4.8763,5.1003e-07,4.7813e-07,6.1689,-5.3869,2.6808,2.6606,-0.33905,11,12,3.251e-05,0.026691,2.647,6.3115e-07,6.3252e-07,21.837,0.43727,8.8407,5.5669,6.8702,18,19,0.00010474,1.2262,3.5704,4.1792e-07,3.7721e-07,-0.8454,-1.9161,1.3222,0.22505,-1.3029,7,7,1.9971e-05,-0.84405,3.7001,8.7652e-07,1.309e-06,47.522,46.386,46.867,0.27775,46.866,9,10,0.00071817,0.28,2.3108,9.3231e-07,7.2606e-07,401.99,-42.009,333.55,122.68,310.2,16,16,0.0047693,-2.1101,5.5331,5.1337e-07,3.576e-07,404.74,46.897,336.83,107.04,319.39,18,18,0.0048937,-2.0879,5.4274,4.4753e-07,3.264e-07
